127.0.0.1, 2010-02-15 09:18:12, GET, /, HTTP/1.1, 303, 0.000953
127.0.0.1, 2010-02-15 09:29:06, POST, /admin/default/site, HTTP/1.1, 303, 0.160274
127.0.0.1, 2010-02-15 09:29:06, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.097799
127.0.0.1, 2010-02-15 09:29:33, GET, /, HTTP/1.1, 303, 0.000489
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/default/index, HTTP/1.1, 200, 0.076347
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/static/jquery.js, HTTP/1.1, 200, 0.000671
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/static/calendar.css, HTTP/1.1, 200, 0.002026
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/static/calendar.js, HTTP/1.1, 200, 0.001371
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/static/base.css, HTTP/1.1, 200, 0.000994
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/static/background.gif, HTTP/1.1, 200, 0.000521
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/static/header.gif, HTTP/1.1, 200, 0.000545
127.0.0.1, 2010-02-15 09:29:33, GET, /welcome/static/menu.gif, HTTP/1.1, 200, 0.000424
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/default/index, HTTP/1.1, 200, 0.056613
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/static/calendar.css, HTTP/1.1, 200, 0.000661
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/static/base.css, HTTP/1.1, 200, 0.000579
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/static/calendar.js, HTTP/1.1, 200, 0.001867
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/static/menu.gif, HTTP/1.1, 200, 0.000567
127.0.0.1, 2010-02-15 10:12:28, GET, /favicon.ico, HTTP/1.1, 400, 0.000389
127.0.0.1, 2010-02-15 10:12:28, GET, /, HTTP/1.1, 303, 0.000583
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/default/index, HTTP/1.1, 200, 0.018258
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/static/calendar.css, HTTP/1.1, 200, 0.001107
127.0.0.1, 2010-02-15 10:12:28, GET, /welcome/static/base.css, HTTP/1.1, 200, 0.000487
127.0.0.1, 2010-02-15 10:12:29, GET, /welcome/static/background.gif, HTTP/1.1, 200, 0.000658
127.0.0.1, 2010-02-15 10:12:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000379
127.0.0.1, 2010-02-15 10:12:31, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.132431
127.0.0.1, 2010-02-15 10:12:31, GET, /admin/static/calendar.css, HTTP/1.1, 200, 0.000502
127.0.0.1, 2010-02-15 10:12:31, GET, /admin/static/title.png, HTTP/1.1, 200, 0.000557
127.0.0.1, 2010-02-15 10:12:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000436
127.0.0.1, 2010-02-15 10:12:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000377
127.0.0.1, 2010-02-15 10:12:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000358
127.0.0.1, 2010-02-15 10:27:27, GET, /admin/default/peek/myapp/controllers/default.py, HTTP/1.1, 200, 0.047110
127.0.0.1, 2010-02-15 10:27:31, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.053720
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/default/edit/myapp/controllers/default.py, HTTP/1.1, 200, 0.032803
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/edit_area_full.js, HTTP/1.1, 200, 0.000732
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/ajax_editor.js, HTTP/1.1, 200, 0.000634
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/langs/en.js, HTTP/1.1, 200, 0.000578
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/reg_syntax/python.js, HTTP/1.1, 200, 0.000436
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/search.gif, HTTP/1.1, 200, 0.000759
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/go_to_line.gif, HTTP/1.1, 200, 0.000502
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/fullscreen.gif, HTTP/1.1, 200, 0.000610
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/spacer.gif, HTTP/1.1, 200, 0.000499
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/undo.gif, HTTP/1.1, 200, 0.000645
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/redo.gif, HTTP/1.1, 200, 0.000708
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/highlight.gif, HTTP/1.1, 200, 0.001304
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/reset_highlight.gif, HTTP/1.1, 200, 0.001052
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 404, 0.000473
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/smooth_selection.gif, HTTP/1.1, 200, 0.003341
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/close.gif, HTTP/1.1, 200, 0.000495
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/move.gif, HTTP/1.1, 200, 0.001150
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/help.gif, HTTP/1.1, 200, 0.000787
127.0.0.1, 2010-02-15 10:27:33, GET, /admin/static/edit_area/images/statusbar_resize.gif, HTTP/1.1, 200, 0.000429
127.0.0.1, 2010-02-15 10:27:43, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.021119
127.0.0.1, 2010-02-15 10:28:40, POST, /admin/default/edit/myapp/controllers/default.py, HTTP/1.1, 200, 0.037165
127.0.0.1, 2010-02-15 10:29:53, POST, /admin/default/edit/myapp/controllers/default.py, HTTP/1.1, 200, 0.027968
127.0.0.1, 2010-02-15 10:29:58, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.052746
127.0.0.1, 2010-02-15 10:30:19, GET, /myapp/default/index, HTTP/1.1, 500, 0.044995
127.0.0.1, 2010-02-15 10:30:21, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.056604
127.0.0.1, 2010-02-15 10:30:24, GET, /myapp/default/index, HTTP/1.1, 500, 0.009845
127.0.0.1, 2010-02-15 10:30:27, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.10-30-24.b5eacf9d-3643-4e26-bc0f-77ac66d35a0f, HTTP/1.1, 200, 0.043616
127.0.0.1, 2010-02-15 10:30:45, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.052887
127.0.0.1, 2010-02-15 10:30:47, GET, /admin/default/edit/myapp/controllers/default.py, HTTP/1.1, 200, 0.031354
127.0.0.1, 2010-02-15 10:30:47, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 404, 0.000596
127.0.0.1, 2010-02-15 10:30:54, POST, /admin/default/edit/myapp/controllers/default.py, HTTP/1.1, 200, 0.023027
127.0.0.1, 2010-02-15 10:30:57, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.018883
127.0.0.1, 2010-02-15 10:31:01, GET, /admin/default/site, HTTP/1.1, 200, 0.039811
127.0.0.1, 2010-02-15 10:31:02, GET, /admin/default/twitter, HTTP/1.1, 200, 0.252710
127.0.0.1, 2010-02-15 10:31:05, GET, /myapp/default/index, HTTP/1.1, 200, 0.010432
127.0.0.1, 2010-02-15 10:31:06, GET, /admin/default/site, HTTP/1.1, 200, 0.034742
127.0.0.1, 2010-02-15 10:31:07, GET, /admin/default/twitter, HTTP/1.1, 200, 0.233614
127.0.0.1, 2010-02-15 10:31:08, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.051840
127.0.0.1, 2010-02-15 10:31:11, GET, /myapp/default/index, HTTP/1.1, 200, 0.007522
127.0.0.1, 2010-02-15 10:31:19, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.053610
127.0.0.1, 2010-02-15 10:31:23, GET, /admin/default/edit/myapp/controllers/default.py, HTTP/1.1, 200, 0.031455
127.0.0.1, 2010-02-15 10:31:24, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 404, 0.000540
127.0.0.1, 2010-02-15 10:31:34, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.021538
127.0.0.1, 2010-02-15 10:32:00, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.058784
127.0.0.1, 2010-02-15 10:32:00, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.058168
127.0.0.1, 2010-02-15 10:36:44, GET, /myapp/default/index, HTTP/1.1, 200, 0.011926
127.0.0.1, 2010-02-15 10:36:46, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.055966
127.0.0.1, 2010-02-15 10:37:05, GET, /myapp/default/index, HTTP/1.1, 200, 0.012567
127.0.0.1, 2010-02-15 10:37:07, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.055079
127.0.0.1, 2010-02-15 10:44:08, GET, /myapp/default/index, HTTP/1.1, 500, 0.012832
127.0.0.1, 2010-02-15 10:44:11, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.058841
127.0.0.1, 2010-02-15 10:44:37, GET, /myapp/default/index, HTTP/1.1, 500, 0.009268
127.0.0.1, 2010-02-15 10:44:39, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.10-44-37.fef90892-9326-430c-86b1-3d1d7c22f005, HTTP/1.1, 200, 0.031929
127.0.0.1, 2010-02-15 10:45:01, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.059548
127.0.0.1, 2010-02-15 10:45:02, GET, /myapp/default/index, HTTP/1.1, 200, 0.009858
127.0.0.1, 2010-02-15 10:45:14, GET, /myapp/default/index, HTTP/1.1, 200, 0.009185
127.0.0.1, 2010-02-15 10:45:16, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.053536
127.0.0.1, 2010-02-15 10:45:20, GET, /myapp/default/index, HTTP/1.1, 200, 0.008449
127.0.0.1, 2010-02-15 10:45:28, GET, /myapp/default/index, HTTP/1.1, 200, 0.009910
127.0.0.1, 2010-02-15 10:45:29, GET, /myapp/default/index, HTTP/1.1, 200, 0.012406
127.0.0.1, 2010-02-15 10:45:31, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.052115
127.0.0.1, 2010-02-15 10:47:47, POST, /admin/default/create_file, HTTP/1.1, 303, 0.031414
127.0.0.1, 2010-02-15 10:47:47, GET, /admin/default/edit/myapp/views/default/first.html, HTTP/1.1, 200, 0.033948
127.0.0.1, 2010-02-15 10:47:47, GET, /admin/static/edit_area/reg_syntax/html.js, HTTP/1.1, 200, 0.000654
127.0.0.1, 2010-02-15 10:47:47, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 404, 0.000545
127.0.0.1, 2010-02-15 10:47:57, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.020389
127.0.0.1, 2010-02-15 10:48:01, POST, /admin/default/edit/myapp/views/default/first.html, HTTP/1.1, 200, 0.027644
127.0.0.1, 2010-02-15 10:48:05, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.052230
127.0.0.1, 2010-02-15 10:48:14, POST, /admin/default/create_file, HTTP/1.1, 303, 0.027225
127.0.0.1, 2010-02-15 10:48:14, GET, /admin/default/edit/myapp/views/default/second.html, HTTP/1.1, 200, 0.030347
127.0.0.1, 2010-02-15 10:48:14, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 404, 0.000595
127.0.0.1, 2010-02-15 10:48:23, POST, /admin/default/edit/myapp/views/default/second.html, HTTP/1.1, 200, 0.020182
127.0.0.1, 2010-02-15 10:48:24, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.020240
127.0.0.1, 2010-02-15 10:53:34, GET, /admin/default/site, HTTP/1.1, 200, 0.038857
127.0.0.1, 2010-02-15 10:53:34, GET, /admin/default/twitter, HTTP/1.1, 200, 0.416167
127.0.0.1, 2010-02-15 10:53:36, GET, /myapp/default/index, HTTP/1.1, 200, 0.010400
127.0.0.1, 2010-02-15 10:53:38, GET, /admin/default/site, HTTP/1.1, 200, 0.034726
127.0.0.1, 2010-02-15 10:53:38, GET, /admin/default/twitter, HTTP/1.1, 200, 0.174573
127.0.0.1, 2010-02-15 10:53:39, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.052955
127.0.0.1, 2010-02-15 10:53:52, GET, /admin/default/peek/myapp/views/default/first.html, HTTP/1.1, 200, 0.028278
127.0.0.1, 2010-02-15 10:53:54, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.054666
127.0.0.1, 2010-02-15 10:54:02, GET, /admin/default/peek/myapp/views/default/first.html, HTTP/1.1, 200, 0.033402
127.0.0.1, 2010-02-15 10:54:04, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.054243
127.0.0.1, 2010-02-15 10:54:23, GET, /myapp/default/index, HTTP/1.1, 200, 0.010316
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/default/first, HTTP/1.1, 200, 0.018518
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/static/jquery.js, HTTP/1.1, 200, 0.000674
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/static/calendar.css, HTTP/1.1, 200, 0.000728
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/static/calendar.js, HTTP/1.1, 200, 0.000538
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/static/base.css, HTTP/1.1, 200, 0.000544
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/static/background.gif, HTTP/1.1, 200, 0.000765
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/static/header.gif, HTTP/1.1, 200, 0.000477
127.0.0.1, 2010-02-15 10:54:29, GET, /myapp/static/menu.gif, HTTP/1.1, 200, 0.000540
127.0.0.1, 2010-02-15 10:54:33, GET, /myapp/default/second, HTTP/1.1, 400, 0.008320
127.0.0.1, 2010-02-15 10:55:26, GET, /myapp/default/second, HTTP/1.1, 200, 0.022026
127.0.0.1, 2010-02-15 10:55:28, GET, /myapp/default/first, HTTP/1.1, 200, 0.017764
127.0.0.1, 2010-02-15 10:55:32, GET, /myapp/default/index, HTTP/1.1, 200, 0.008578
127.0.0.1, 2010-02-15 10:55:32, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.055314
127.0.0.1, 2010-02-15 10:55:50, GET, /myapp/default/first, HTTP/1.1, 200, 0.016338
127.0.0.1, 2010-02-15 10:55:51, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.053361
127.0.0.1, 2010-02-15 10:55:53, GET, /myapp/default/second, HTTP/1.1, 200, 0.017201
127.0.0.1, 2010-02-15 10:55:54, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.055278
127.0.0.1, 2010-02-15 15:23:57, GET, /myapp/default/first, HTTP/1.1, 500, 0.014146
127.0.0.1, 2010-02-15 15:23:59, GET, /admin/default/design/myapp, HTTP/1.1, 303, 0.039212
127.0.0.1, 2010-02-15 15:23:59, GET, /admin/default/index, HTTP/1.1, 200, 0.056968
127.0.0.1, 2010-02-15 15:24:04, POST, /admin/default/index, HTTP/1.1, 303, 0.032282
127.0.0.1, 2010-02-15 15:24:04, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.054651
127.0.0.1, 2010-02-15 15:24:07, GET, /myapp/default/first, HTTP/1.1, 500, 0.010354
127.0.0.1, 2010-02-15 15:24:09, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-24-07.338c00e4-b5da-4b04-8fb6-4cf6d8940a3d, HTTP/1.1, 200, 0.036502
127.0.0.1, 2010-02-15 15:24:17, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.054120
127.0.0.1, 2010-02-15 15:24:36, GET, /myapp/default/first, HTTP/1.1, 500, 0.009345
127.0.0.1, 2010-02-15 15:24:37, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-24-36.1ca556af-d1d9-4dcc-a4a9-b11b49d598be, HTTP/1.1, 200, 0.033747
127.0.0.1, 2010-02-15 15:24:58, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.052284
127.0.0.1, 2010-02-15 15:25:18, GET, /myapp/default/first, HTTP/1.1, 500, 0.013513
127.0.0.1, 2010-02-15 15:25:19, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-25-18.02d69785-729b-402e-926a-f602f0efdd3e, HTTP/1.1, 200, 0.038980
127.0.0.1, 2010-02-15 15:25:47, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-25-18.02d69785-729b-402e-926a-f602f0efdd3e, HTTP/1.1, 200, 0.032613
127.0.0.1, 2010-02-15 15:25:47, GET, /admin/static/calendar.css, HTTP/1.1, 304, 0.000565
127.0.0.1, 2010-02-15 15:25:47, GET, /admin/static/styles.css, HTTP/1.1, 304, 0.010338
127.0.0.1, 2010-02-15 15:25:47, GET, /admin/static/jquery.js, HTTP/1.1, 304, 0.016445
127.0.0.1, 2010-02-15 15:25:47, GET, /admin/static/calendar.js, HTTP/1.1, 304, 0.013283
127.0.0.1, 2010-02-15 15:25:47, GET, /admin/static/title.png, HTTP/1.1, 304, 0.000516
127.0.0.1, 2010-02-15 15:25:48, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-25-18.02d69785-729b-402e-926a-f602f0efdd3e, HTTP/1.1, 200, 0.034519
127.0.0.1, 2010-02-15 15:25:48, GET, /admin/static/jquery.js, HTTP/1.1, 304, 0.000546
127.0.0.1, 2010-02-15 15:25:48, GET, /admin/static/calendar.css, HTTP/1.1, 304, 0.000438
127.0.0.1, 2010-02-15 15:25:48, GET, /admin/static/calendar.js, HTTP/1.1, 304, 0.000887
127.0.0.1, 2010-02-15 15:25:48, GET, /admin/static/styles.css, HTTP/1.1, 304, 0.000462
127.0.0.1, 2010-02-15 15:25:48, GET, /admin/static/title.png, HTTP/1.1, 304, 0.000509
127.0.0.1, 2010-02-15 15:25:49, GET, /myapp/default/first, HTTP/1.1, 500, 0.008586
127.0.0.1, 2010-02-15 15:25:51, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-25-49.59e71d35-97d0-4a82-a8cf-c5665d6147ac, HTTP/1.1, 200, 0.035125
127.0.0.1, 2010-02-15 15:25:59, GET, /admin/default/design/myapp, HTTP/1.1, 200, 0.052462
127.0.0.1, 2010-02-15 15:27:28, GET, /myapp/default/first, HTTP/1.1, 200, 0.028208
127.0.0.1, 2010-02-15 15:27:32, GET, /myapp/default/first, HTTP/1.1, 200, 0.016676
127.0.0.1, 2010-02-15 15:27:34, GET, /myapp/default/first, HTTP/1.1, 200, 0.075050
127.0.0.1, 2010-02-15 15:27:37, GET, /myapp/default/second, HTTP/1.1, 303, 0.011853
127.0.0.1, 2010-02-15 15:27:37, GET, /myapp/default/first, HTTP/1.1, 200, 0.015627
127.0.0.1, 2010-02-15 15:27:39, GET, /myapp/default/first, HTTP/1.1, 303, 0.010223
127.0.0.1, 2010-02-15 15:27:39, GET, /myapp/default/second, HTTP/1.1, 500, 0.016159
127.0.0.1, 2010-02-15 15:28:45, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-27-39.618672c7-c2d6-428c-b9c1-9d67cbee8bb5, HTTP/1.1, 200, 0.057427
127.0.0.1, 2010-02-15 15:28:57, GET, /myapp/default/first, HTTP/1.1, 200, 0.016483
127.0.0.1, 2010-02-15 15:29:36, GET, /myapp/default/second, HTTP/1.1, 500, 0.027725
127.0.0.1, 2010-02-15 15:30:21, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-29-36.dec7bca9-bc0f-460a-af79-a267a66227d2, HTTP/1.1, 200, 0.057518
127.0.0.1, 2010-02-15 15:32:09, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-29-36.dec7bca9-bc0f-460a-af79-a267a66227d2, HTTP/1.1, 200, 0.056973
127.0.0.1, 2010-02-15 15:32:09, GET, /admin/static/jquery.js, HTTP/1.1, 304, 0.000580
127.0.0.1, 2010-02-15 15:32:09, GET, /admin/static/calendar.css, HTTP/1.1, 304, 0.000800
127.0.0.1, 2010-02-15 15:32:09, GET, /admin/static/calendar.js, HTTP/1.1, 304, 0.000474
127.0.0.1, 2010-02-15 15:32:09, GET, /admin/static/styles.css, HTTP/1.1, 304, 0.000417
127.0.0.1, 2010-02-15 15:32:09, GET, /admin/static/title.png, HTTP/1.1, 304, 0.000520
127.0.0.1, 2010-02-15 15:32:14, GET, /myapp/default/second, HTTP/1.1, 500, 0.018794
127.0.0.1, 2010-02-15 15:32:15, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-32-14.6e050fa8-1443-4d1d-a23e-d21804d411d4, HTTP/1.1, 200, 0.050225
127.0.0.1, 2010-02-15 15:32:20, GET, /myapp/default/first, HTTP/1.1, 200, 0.017061
127.0.0.1, 2010-02-15 15:32:23, GET, /myapp/default/second, HTTP/1.1, 500, 0.019815
127.0.0.1, 2010-02-15 15:32:25, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-32-23.02694011-8487-4b09-98b5-84492c8edd3c, HTTP/1.1, 200, 0.048731
127.0.0.1, 2010-02-15 15:34:02, GET, /myapp/default/second, HTTP/1.1, 500, 0.021967
127.0.0.1, 2010-02-15 15:34:04, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-34-02.faa65daa-40ce-40b7-952b-bf9e132f8ab7, HTTP/1.1, 200, 0.054482
127.0.0.1, 2010-02-15 15:34:14, GET, /myapp/default/second, HTTP/1.1, 500, 0.016549
127.0.0.1, 2010-02-15 15:34:15, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-34-14.b45fe4a0-c38d-4736-971c-b4b2ff723592, HTTP/1.1, 200, 0.050774
127.0.0.1, 2010-02-15 15:34:27, GET, /myapp/default/second, HTTP/1.1, 500, 0.020454
127.0.0.1, 2010-02-15 15:34:28, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-34-27.d18511e0-ce4f-4e5a-a840-3dfeb4af2479, HTTP/1.1, 200, 0.049064
127.0.0.1, 2010-02-15 15:35:27, GET, /myapp/default/first, HTTP/1.1, 200, 0.022211
127.0.0.1, 2010-02-15 15:35:30, GET, /myapp/default/first, HTTP/1.1, 200, 0.019873
127.0.0.1, 2010-02-15 15:35:32, GET, /myapp/default/first, HTTP/1.1, 200, 0.018221
127.0.0.1, 2010-02-15 15:36:08, GET, /myapp/default/second, HTTP/1.1, 303, 0.014450
127.0.0.1, 2010-02-15 15:36:08, GET, /myapp/default/first, HTTP/1.1, 200, 0.016391
127.0.0.1, 2010-02-15 15:36:11, GET, /myapp/default/first, HTTP/1.1, 200, 0.016867
127.0.0.1, 2010-02-15 15:36:13, GET, /myapp/default/first, HTTP/1.1, 303, 0.009981
127.0.0.1, 2010-02-15 15:36:14, GET, /myapp/default/second, HTTP/1.1, 303, 0.007536
127.0.0.1, 2010-02-15 15:36:14, GET, /myapp/default/first, HTTP/1.1, 200, 0.015811
127.0.0.1, 2010-02-15 15:36:15, GET, /myapp/default/first, HTTP/1.1, 303, 0.010142
127.0.0.1, 2010-02-15 15:36:15, GET, /myapp/default/second, HTTP/1.1, 303, 0.007785
127.0.0.1, 2010-02-15 15:36:15, GET, /myapp/default/first, HTTP/1.1, 200, 0.021012
127.0.0.1, 2010-02-15 15:36:28, GET, /myapp/default/first, HTTP/1.1, 200, 0.017258
127.0.0.1, 2010-02-15 15:36:32, GET, /myapp/default/first, HTTP/1.1, 303, 0.009616
127.0.0.1, 2010-02-15 15:36:32, GET, /myapp/default/second, HTTP/1.1, 500, 0.015920
127.0.0.1, 2010-02-15 15:36:33, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-36-32.0c0066a6-6750-409b-b21a-ab7c56a2c23c, HTTP/1.1, 200, 0.050616
127.0.0.1, 2010-02-15 15:36:59, GET, /myapp/default/first, HTTP/1.1, 200, 0.018395
127.0.0.1, 2010-02-15 15:37:00, GET, /myapp/default/first, HTTP/1.1, 200, 0.022092
127.0.0.1, 2010-02-15 15:37:00, GET, /myapp/static/jquery.js, HTTP/1.1, 304, 0.001033
127.0.0.1, 2010-02-15 15:37:00, GET, /myapp/static/calendar.css, HTTP/1.1, 304, 0.000475
127.0.0.1, 2010-02-15 15:37:00, GET, /myapp/static/calendar.js, HTTP/1.1, 304, 0.000529
127.0.0.1, 2010-02-15 15:37:00, GET, /myapp/static/base.css, HTTP/1.1, 304, 0.000666
127.0.0.1, 2010-02-15 15:37:01, GET, /myapp/static/background.gif, HTTP/1.1, 304, 0.000678
127.0.0.1, 2010-02-15 15:37:01, GET, /myapp/static/menu.gif, HTTP/1.1, 304, 0.000416
127.0.0.1, 2010-02-15 15:37:01, GET, /myapp/static/header.gif, HTTP/1.1, 304, 0.001775
127.0.0.1, 2010-02-15 15:37:03, GET, /myapp/default/first, HTTP/1.1, 303, 0.010902
127.0.0.1, 2010-02-15 15:37:03, GET, /myapp/default/second, HTTP/1.1, 500, 0.016771
127.0.0.1, 2010-02-15 15:37:06, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-37-03.a14f68ef-6e39-4f9f-bffc-035f09fbc10b, HTTP/1.1, 200, 0.052291
127.0.0.1, 2010-02-15 15:38:32, GET, /admin/default/ticket/myapp/127.0.0.1.2010-02-15.15-37-03.a14f68ef-6e39-4f9f-bffc-035f09fbc10b, HTTP/1.1, 200, 0.056042
